Uniprot_A	Uniprot_B	Interaction	Protein_A_idx	Protein_B_idx
Q12988	P98153	0	699	923
P09486	P50052	0	648	141
P43629	Q9H1B5	0	142	997
P54707	P18065	0	857	472
Q16821	P04440	0	406	559
Q92565	Q9BQI5	0	329	709
P13569	P09681	0	166	847
Q9NZQ7	Q99707	0	206	361
P10082	Q04206	0	951	218
Q8NEV9	P01106	0	183	756
P31323	P10082	0	994	951
Q92945	Q15109	0	53	437
P04440	Q9H165	0	559	343
P07148	P21554	0	18	1034
P11509	P41252	0	573	51
P35900	P49888	0	875	152
P26022	P09466	0	401	234
P01106	P21554	0	756	1034
P62995	O14791	0	299	468
Q96DM3	Q9BYX4	0	876	52
Q96Q06	P30279	0	133	889
Q3KP44	O15516	0	675	127
P01903	Q9HAZ2	0	34	488
P11802	Q9H1B5	0	226	997
P35625	P13807	0	755	908
Q00059	Q99523	0	116	819
Q99608	P61073	0	70	700
Q6P1M0	P22415	0	303	907
P24394	P30405	0	1005	311
Q9HAZ2	P01374	0	488	345
Q9NSE2	Q9NZN5	0	751	502
Q9BV23	A1YPR0	0	213	653
O60603	Q9NST1	0	359	283
Q86VB7	O75444	0	818	853
P51606	P25929	0	355	112
Q8IUH3	P13945	0	712	607
O15146	Q9NRF2	0	844	405
Q6EEV6	Q16678	0	597	650
P60568	Q9NTG7	0	292	676
P18428	P45381	0	429	272
P52895	Q8WTV0	0	357	136
Q16881	P21554	0	608	1034
P52895	Q8NBP7	0	357	761
P36402	Q16549	0	688	693
P28223	O75475	0	424	1019
P12272	P22309	0	97	582
P40424	Q9NZQ7	0	641	206
P23297	Q16549	0	707	693
Q0VDF9	Q99259	0	184	369
P04179	Q9H8Y8	0	27	993
P11150	Q9NNW7	0	38	816
P49716	P04216	0	634	669
Q86YN6	P12821	0	208	199
P10176	P49888	0	352	152
P98153	P27708	0	923	302
O94760	P25929	0	421	112
P51677	Q9UBK2	0	204	520
Q96G30	Q8WTS1	0	845	190
O60240	P20815	0	808	391
P42229	Q9H1B5	0	614	997
P11509	Q9Y5Z0	0	573	365
P02768	O15085	0	71	410
P56524	Q9H221	0	644	519
P25440	P02655	0	571	257
P08637	Q9NQB0	0	423	792
P21980	P07585	0	278	690
Q9UK39	Q86VB7	0	290	818
P42338	A5A3E0	0	885	678
Q8WTV0	O75469	0	136	293
Q9NP66	P09936	0	815	613
P42785	P12955	0	754	958
P49682	P08779	0	790	1
Q03426	Q16270	0	617	564
Q9UQK1	Q16082	0	533	638
P21673	Q16853	0	312	221
Q9UBK2	Q9Y2I1	0	520	859
Q8NHU3	Q6FHJ7	0	379	470
P11712	P05771	0	852	933
P49286	O95478	0	145	671
P06401	Q16552	0	157	266
P09471	Q16549	0	41	693
O60240	P06870	0	808	529
P56524	O15244	0	644	404
P51606	P07203	0	355	407
O00515	Q96P48	0	719	897
P17676	O76024	0	1003	505
O00330	O95865	0	224	839
P54198	P03956	0	81	593
P08246	P52945	0	864	373
O00330	P37268	0	224	949
Q14790	P48051	0	69	867
Q8N5K1	Q9NQB0	0	935	792
Q93063	P10586	0	822	640
O60779	P02771	0	298	821
Q9HC24	P49146	0	694	169
Q8NHW3	P06858	0	348	43
Q00059	P18428	0	116	429
Q16678	P05305	0	650	874
P52945	Q15848	0	373	788
Q9Y6M1	P51671	0	863	42
Q04446	P45381	0	984	272
P05783	P09681	0	107	847
O14756	Q04724	0	515	372
P56945	P06850	0	732	39
Q92729	O43474	0	765	398
P02766	Q9Y286	0	78	651
P01116	P51606	0	1028	355
P27169	Q9NQ94	0	181	536
Q9NP84	P52945	0	382	373
Q9UL68	Q13085	0	219	198
P12104	Q9H244	0	340	54
Q15796	Q01726	0	753	106
P49715	P05451	0	633	1022
Q9NYB0	Q9H1B5	0	1004	997
Q07011	P19838	0	512	635
Q86YN6	Q99727	0	208	814
P04278	P51681	0	32	658
Q15165	Q6EEV6	0	787	597
Q96T55	Q9UK58	0	831	1020
P01562	Q8IUH3	0	1030	712
Q8IUH3	P43628	0	712	143
Q9P104	Q96T55	0	892	831
P16671	O00631	0	521	773
Q9H244	P01100	0	54	757
P25929	O14543	0	112	362
P30613	P25874	0	23	557
P14735	Q14773	0	105	948
P02751	Q9H9B1	0	443	539
Q9NVC3	P78536	0	191	619
Q9UID3	P30405	0	251	311
O60682	P21964	0	729	428
P60880	Q02078	0	5	721
P51606	Q99727	0	355	814
Q9Y261	O95622	0	849	602
O00327	Q9Y272	0	957	572
P13725	Q15311	0	778	801
Q92831	O00767	0	708	90
Q07817	P55040	0	989	274
P20648	P07741	0	725	938
Q5VYX0	Q9H1B5	0	931	997
Q9NQA5	O00767	0	418	90
P09601	P45844	0	551	8
P04626	P11712	0	223	852
P09382	Q01362	0	904	450
P35326	P09466	0	253	234
P09466	Q08499	0	234	227
Q16875	O75197	0	806	295
Q9NNW7	Q99707	0	816	361
Q9Y5S8	P13073	0	604	232
Q14213	P30711	0	467	932
P98155	P04731	0	925	670
P02675	Q9P104	0	877	892
P38398	Q9NZJ5	0	697	873
P11413	P01344	0	131	456
P01130	Q9BYT3	0	310	706
P42898	Q86SQ7	0	480	111
P08246	O14543	0	864	362
P11684	P43220	0	763	616
Q9NQ94	P49767	0	536	376
P28223	P26358	0	424	941
Q96RI1	P30711	0	649	932
Q96F15	Q99808	0	262	918
P07741	O60502	0	938	268
Q96T55	O15516	0	831	127
P04179	P35568	0	27	886
P20702	Q9UK58	0	526	1020
P06239	P04179	0	759	27
P35318	Q06210	0	338	865
P29460	P05771	0	696	933
Q9UBQ5	O14793	0	749	982
P62995	O14791	0	299	468
Q00059	Q99727	0	116	814
P35638	P19438	0	1021	354
P45844	Q9UGJ0	0	8	574
P01138	O95140	0	419	811
P51451	Q16698	0	159	995
P09067	P09681	0	854	847
Q9HCN6	Q92945	0	83	53
O75015	Q9UKU7	0	968	163
O00253	Q9NNW7	0	802	816
Q99683	P30405	0	810	311
Q14457	Q5VWK5	0	306	36
P13569	P51606	0	166	355
Q9BT17	Q9H1Y0	0	126	96
P13686	P02774	0	782	823
Q7L5Y9	P01589	0	409	720
Q99873	P30405	0	884	311
P03956	P14735	0	593	105
P25774	Q04724	0	175	372
P61457	P33032	0	91	260
P01100	Q16552	0	757	266
O75436	O15244	0	667	404
P41240	Q9UGU0	0	353	639
P04054	Q13145	0	500	888
P04275	O75469	0	553	293
Q9UBU3	Q92945	0	851	53
Q6UUV9	Q9UKU9	0	374	973
O75794	Q04721	0	201	371
P48995	P28845	0	239	659
P18510	O75444	0	210	853
O00330	P20702	0	224	526
O14543	P00390	0	362	317
Q96KP4	P04731	0	335	670
P05112	Q9HC29	0	516	789
P16066	P60900	0	952	1026
P30556	P08185	0	477	22
Q9Y286	Q16552	0	651	266
P43304	P08637	0	246	423
P04278	A1YPR0	0	32	653
P02768	P08684	0	71	544
O15118	Q9UL68	0	235	219
P06401	O75052	0	157	48
P61371	O60494	0	716	926
Q92565	P21980	0	329	278
Q16822	Q99727	0	319	814
Q03181	P12259	0	326	514
P04054	P41252	0	500	51
P51449	Q07011	0	905	512
P13686	Q16619	0	782	318
P10912	Q8WVM0	0	254	1007
P13569	P08833	0	166	817
O95477	Q8WU39	0	881	546
P05019	Q9BWQ8	0	645	101
Q9HD89	P00995	0	285	474
P04278	Q9NTG7	0	32	676
P07477	Q01726	0	416	106
P10645	Q08499	0	214	227
Q93088	P19544	0	916	434
Q13085	P04440	0	198	559
Q99808	Q13541	0	918	281
Q8N157	Q07869	0	692	1024
P01583	P11509	0	727	573
P17676	Q96LR5	0	1003	430
Q9NVV4	P35568	0	717	886
P49715	P04118	0	633	750
Q9H221	Q969V5	0	519	796
P49286	O00327	0	145	957
P07108	O43663	0	154	661
O15503	P25391	0	866	501
P37288	P09486	0	31	648
P19544	P98153	0	434	923
Q01726	P09382	0	106	904
O95819	O60502	0	878	268
P49767	P25942	0	376	705
Q96T55	Q8TCU4	0	831	541
P12104	P25929	0	340	112
P08133	Q6X4U4	0	464	826
P01130	P23560	0	310	860
P11245	P54707	0	599	857
P25445	O15455	0	570	710
P31323	O95819	0	994	878
P06850	Q96A54	0	39	411
P18859	P16066	0	242	952
P48736	P02655	0	300	257
Q9NQB0	Q9BQI5	0	792	709
Q9ULZ1	P07550	0	953	846
P15884	P30542	0	261	623
Q96RK4	Q9UJ41	0	63	836
P30532	P02771	0	743	821
P20366	Q16821	0	349	406
Q96KN2	Q9Y5W3	0	891	922
P13500	Q15311	0	872	801
A5A3E0	P30405	0	678	311
P24666	P48357	0	784	366
Q9BY76	P49682	0	139	790
P35712	O14543	0	21	362
P41252	Q13145	0	51	888
Q99707	P61073	0	361	700
O60494	P02655	0	926	257
P09936	P48051	0	613	867
P04118	P06870	0	750	529
P01178	P45984	0	288	496
P98160	P52757	0	179	26
Q8TDQ7	P06401	0	605	157
Q15466	P20648	0	331	725
Q16552	P08779	0	266	1
Q8WU39	P54646	0	546	222
P54646	Q16552	0	222	266
Q8WTV0	Q9UK39	0	136	290
P04118	P13073	0	750	232
P25929	Q9BYX4	0	112	52
P56645	P09471	0	397	41
Q16654	Q92481	0	869	774
Q96G97	Q9H1B5	0	783	997
P01189	Q96A54	0	999	411
Q13133	Q8WTV0	0	758	136
Q14693	Q15848	0	979	788
P23443	P11712	0	506	852
Q9UBK2	Q86VB7	0	520	818
Q8HWS3	P35354	0	238	291
P55916	Q92748	0	929	711
Q96EY8	P60709	0	241	243
O14975	Q0VDF9	0	813	184
P11802	Q9NPF7	0	226	174
Q9H222	Q8WTS1	0	910	190
Q9NZH6	P07203	0	148	407
Q86UG4	Q9Y272	0	364	572
P01033	P50052	0	735	141
P11802	Q5VV42	0	226	119
O14975	Q00325	0	813	830
Q9Y6J0	P24298	0	548	739
Q16873	P04278	0	804	32
O15524	P20648	0	647	725
P09067	P29120	0	854	102
Q86UG4	P01031	0	364	118
Q9UBC0	P51451	0	769	159
P02771	Q9NSE2	0	821	751
Q13155	P26441	0	828	666
P20333	O95433	0	946	798
O15118	P09471	0	235	41
Q969D9	P09874	0	1010	962
P01303	O15553	0	316	400
P15090	P26022	0	158	401
P06401	Q8NHU3	0	157	379
O75475	P49146	0	1019	169
Q5T4F7	Q9UJ41	0	1023	836
O60682	Q04446	0	729	984
Q16678	P04180	0	650	385
Q6X4U4	P15692	0	826	282
O00327	Q9HC29	0	957	789
P05231	Q16853	0	104	221
Q15311	P15104	0	801	322
P61371	P11150	0	716	38
Q9P104	P14210	0	892	726
P25391	Q14289	0	501	883
P01275	Q9H221	0	289	519
P43235	O00515	0	689	719
P11150	P46108	0	38	879
P16520	P49917	0	360	245
Q9BYT3	P34913	0	706	332
P10912	Q9Y6C9	0	254	173
Q92831	Q16549	0	708	693
P21673	Q9UIF7	0	312	767
Q08752	P01579	0	417	305
P05109	Q99707	0	220	361
P35712	O94760	0	21	421
P49146	O15516	0	169	127
P16070	Q92748	0	679	711
Q00535	P01303	0	40	316
O60779	P08833	0	298	817
Q9HCU4	P18428	0	695	429
Q9UKU9	P21728	0	973	441
Q92565	Q9NNW7	0	329	816
P98153	P05771	0	923	933
P31785	Q9UL68	0	934	219
P07996	P09936	0	381	613
P15884	P52895	0	261	357
P02774	Q9NST1	0	823	283
Q93088	Q9Y251	0	916	1008
P00918	P48357	0	37	366
O95622	P05091	0	602	408
O43451	Q9H165	0	827	343
P17936	Q96A54	0	124	411
P01303	P24666	0	316	784
P51587	P02751	0	146	443
Q96AZ6	P52789	0	722	895
Q9HCU4	P55211	0	695	672
P19532	P08185	0	587	22
O95445	P13073	0	396	232
Q9UIH9	O00329	0	912	967
P15173	Q96G30	0	576	845
P07477	Q08499	0	416	227
P49908	Q14145	0	974	65
Q9UID3	P01185	0	251	1002
P32238	P34913	0	264	332
Q16678	P25054	0	650	626
P54198	P01185	0	81	1002
Q9Y5W3	P08913	0	922	378
P11597	P55916	0	231	929
P19438	Q8IUH3	0	354	712
P08588	P08603	0	307	1032
P24666	P43629	0	784	142
P52757	Q8IUH3	0	26	712
P36402	Q9UBK8	0	688	117
O00330	P14136	0	224	629
P04278	Q92945	0	32	53
P04150	Q9H244	0	630	54
P10644	P04839	0	327	113
Q92945	P10645	0	53	214
Q9Y6J0	Q9H221	0	548	519
Q92731	P42336	0	422	887
P28072	Q01726	0	824	106
P45983	P24298	0	499	739
Q9BT17	Q8WTV0	0	126	136
P48736	Q9Y5U4	0	300	622
P05362	O43741	0	297	621
O00161	Q9NPF7	0	627	174
Q12988	Q93088	0	699	916
P35222	Q9NPF7	0	459	174
P35326	Q16678	0	253	650
Q8WVM0	Q92481	0	1007	774
Q13905	P04440	0	100	559
P46108	Q14692	0	879	980
Q8WTV0	Q99700	0	136	975
Q13093	Q9BV23	0	940	213
O76024	P42785	0	505	754
Q05823	P02652	0	178	256
Q14692	P25929	0	980	112
P24666	Q99727	0	784	814
P09471	P47712	0	41	368
P25774	P23786	0	175	913
Q12988	P11215	0	699	532
Q3KP44	P60900	0	675	1026
O60674	P51451	0	471	159
P49716	Q9BT17	0	634	126
Q92574	P05091	0	14	408
Q9NP84	Q9UK58	0	382	1020
P20702	P19544	0	526	434
Q9NVC3	P54652	0	191	960
P34741	P01241	0	351	164
Q9UM63	O00141	0	834	15
O75907	O14756	0	1015	515
O15455	Q92481	0	710	774
P28223	P04275	0	424	553
P18510	Q9NV58	0	210	552
P98153	Q9BYX4	0	923	52
Q8IUH3	P52789	0	712	895
Q16619	P46108	0	318	879
Q16821	P10809	0	406	668
P98161	P04278	0	180	32
P29474	O14543	0	412	362
P35354	P32245	0	291	581
Q99683	Q15118	0	810	724
P05305	Q9HAZ2	0	874	488
Q99417	P09471	0	197	41
P05091	Q9Y5Z0	0	408	365
Q13085	P01375	0	198	237
P11684	Q9Y2S7	0	763	560
Q9Y261	P13866	0	849	592
P35318	O96008	0	338	358
Q9Y5X9	Q9UKU7	0	202	163
P13500	Q9BYT3	0	872	706
Q13478	Q12778	0	673	594
P14210	O00327	0	726	957
P01033	Q0VDF9	0	735	184
P06401	P32238	0	157	264
Q9NPF7	Q9UK39	0	174	290
P05112	P27708	0	516	302
O94808	Q13326	0	517	538
P25942	P02655	0	705	257
P08133	P05112	0	464	516
Q9UJU5	Q96DM3	0	586	876
Q96EY8	Q8NFJ9	0	241	791
P08069	Q16270	0	284	564
P10145	P04201	0	625	10
P04180	Q13164	0	385	752
P48995	P15172	0	239	966
Q9UK58	P18510	0	1020	210
P35354	P01241	0	291	164
P49715	P51681	0	633	658
P00738	A1YPR0	0	909	653
P21673	Q16619	0	312	318
P49715	P08254	0	633	108
Q8HWS3	O75015	0	238	968
Q15118	P50052	0	724	141
Q9H165	P41252	0	343	51
P13501	A1YPR0	0	871	653
Q9Y2S7	Q9UID3	0	560	251
Q02577	P30711	0	172	932
O15524	O15146	0	647	844
P09382	P10586	0	904	640
O14756	P01033	0	515	735
P01033	Q96T55	0	735	831
P34913	P18089	0	332	114
Q99700	P09429	0	975	542
Q8IZT6	Q8TCU4	0	233	541
O15294	P02654	0	236	258
Q13370	P40261	0	563	543
Q709C8	P52945	0	324	373
Q03135	P10176	0	917	352
Q86UG4	P13236	0	364	489
P08571	Q07869	0	75	1024
Q8N157	O15055	0	692	495
Q9UKU9	Q92813	0	973	610
O14791	P98153	0	468	923
P08684	P06870	0	544	529
Q99932	P11712	0	29	852
Q96QG7	P11150	0	386	38
Q9Y286	P01579	0	651	305
P12955	P45381	0	958	272
O14686	O14543	0	596	362
P02675	O75052	0	877	48
P05090	P01374	0	207	345
Q8NFJ9	Q06210	0	791	865
Q9NVC3	Q8WYA6	0	191	130
Q14449	P34913	0	643	332
P11802	P26022	0	226	401
P55851	Q9BZL1	0	838	110
O95750	P13284	0	631	20
O15118	Q8IU85	0	235	356
Q13478	Q9UBU3	0	673	851
P17096	P41252	0	454	51
P08185	P49286	0	22	145
Q99707	P30405	0	361	311
P42830	Q01668	0	249	448
P35222	P08833	0	459	817
Q14692	Q9NSE2	0	980	751
Q96LR5	P04628	0	430	228
P13945	Q15311	0	607	801
P01160	Q86Z14	0	1014	947
P32297	O15055	0	936	495
Q8WTS1	Q14191	0	190	842
P35558	Q96JE7	0	463	485
O75840	Q9UHC9	0	57	620
P35712	Q9HC29	0	21	789
P09488	P32245	0	835	581
O00253	P20823	0	802	550
P05231	Q9UKU7	0	104	163
Q9Y5C1	Q9H165	0	1006	343
Q13201	P54198	0	177	81
Q07954	P26022	0	211	401
P35558	P26358	0	463	941
Q9H1B5	Q86VB7	0	997	818
P20702	Q9HAZ2	0	526	488
Q14191	Q13145	0	842	888
Q9UQ26	Q86VZ6	0	677	11
P30556	P49767	0	477	376
P27169	Q99259	0	181	369
P05091	P61073	0	408	700
P40261	P22309	0	543	582
O76024	Q13887	0	505	9
P05091	O60502	0	408	268
Q9BQI5	Q15311	0	709	801
Q86VZ6	Q99727	0	11	814
P09038	Q09428	0	460	270
Q96QG7	P20648	0	386	725
P13726	Q99612	0	466	775
O75794	P04180	0	201	385
P05783	Q9UKU7	0	107	163
Q13201	O00233	0	177	484
Q13164	P30405	0	752	311
Q709C8	P26022	0	324	401
O00233	P09681	0	484	847
P18847	P98153	0	545	923
Q92932	P01138	0	135	419
Q99958	O94760	0	320	421
Q16875	Q16822	0	806	319
P45983	Q6VAB6	0	499	723
Q9HC24	O15534	0	694	598
Q99757	Q6FHJ7	0	535	470
Q03426	Q8IU85	0	617	356
Q96F15	Q9NZQ7	0	262	206
Q6YHU6	P23946	0	930	902
P19634	P01308	0	72	321
Q92565	O15455	0	329	710
P24298	Q9UBK2	0	739	520
P41597	P49767	0	955	376
P09874	P30711	0	962	932
P35555	P43628	0	457	143
P04040	P51451	0	192	159
P27708	Q99707	0	302	361
O60502	Q86VB7	0	268	818
O15534	Q99259	0	598	369
Q9UIH9	Q15118	0	912	724
P41279	Q06546	0	524	511
Q5EB52	Q9HAZ2	0	7	488
P43220	Q9UK58	0	616	1020
Q9NSA1	P46108	0	809	879
P50591	Q9UKU9	0	182	973
P16066	P09429	0	952	542
P08253	P24666	0	109	784
A5A3E0	Q96JB1	0	678	770
O43741	P04798	0	621	624
Q9ULZ1	Q9NST1	0	953	283
Q8IZT6	P41159	0	233	555
P49888	Q13976	0	152	16
P56945	P01011	0	732	138
P42772	P09848	0	481	861
P48048	Q9H165	0	363	343
Q96G97	P18428	0	783	429
P18859	Q8IU85	0	242	356
P01903	P20815	0	34	391
P06870	P30542	0	529	623
Q99958	P06213	0	320	168
P01033	P00995	0	735	474
P13686	O15146	0	782	844
Q16549	O94760	0	693	421
O75794	P27986	0	201	122
P00738	Q9UBK2	0	909	520
Q9NRF2	Q96C74	0	405	330
Q86UG4	P12004	0	364	1031
Q9Y5U4	P15121	0	622	82
P25774	P30405	0	175	311
O15553	P05090	0	400	207
Q15848	P55040	0	788	274
Q99988	P20815	0	612	391
Q14517	P51451	0	205	159
P60568	P06870	0	292	529
Q02577	Q16822	0	172	319
Q14242	O14791	0	35	468
P01241	Q9Y272	0	164	572
O95478	P08637	0	671	423
P41161	Q03426	0	715	617
Q92786	Q00325	0	893	830
P52945	P00747	0	373	510
Q9Y5U4	Q8WTS1	0	622	190
Q8IZT6	P01178	0	233	288
P10635	Q86Z14	0	740	947
P35232	P10645	0	746	214
P10451	P35638	0	684	1021
P04035	Q00613	0	151	388
P49758	P07108	0	747	154
P25391	P30405	0	501	311
P63241	P10176	0	833	352
P30542	Q16539	0	623	969
P11362	P34913	0	250	332
P22301	Q9Y2R2	0	579	212
P01584	O95865	0	728	839
P28845	P24666	0	659	784
Q8WVM0	P24298	0	1007	739
P07858	Q9HC24	0	50	694
Q96DM3	P10082	0	876	951
Q16853	P35520	0	221	17
Q92731	P11245	0	422	599
Q99417	P03956	0	197	593
Q99683	P35557	0	810	458
P23560	P43220	0	860	616
Q99700	O75444	0	975	853
Q93063	O00763	0	822	92
O15123	Q9H1B5	0	414	997
P81133	O60733	0	98	591
Q96KP4	P48357	0	335	366
O60240	Q6X4U4	0	808	826
P49917	Q13976	0	245	16
Q16082	P30542	0	638	623
P52945	O15455	0	373	710
P09488	P42785	0	835	754
Q9BV23	P41235	0	213	642
P29353	O15118	0	939	235
Q06124	P08603	0	660	1032
Q9NVC3	P34913	0	191	332
P35520	P49682	0	17	790
P51449	P55017	0	905	28
P20366	P15172	0	349	966
P28845	P08779	0	659	1
A1YPR0	P52945	0	653	373
O00233	Q99259	0	484	369
Q02577	O60477	0	172	93
P17752	Q96JB1	0	60	770
P98160	Q9C0B1	0	179	393
Q7Z5J4	P00918	0	665	37
Q05086	O95819	0	486	878
P17936	Q969P5	0	124	215
P23945	P04141	0	901	265
O00206	Q9NPF7	0	187	174
Q96RU7	P04275	0	277	553
P11245	Q99700	0	599	975
P01308	P49286	0	321	145
P16220	P12644	0	601	269
P56199	Q99707	0	527	361
Q93088	Q8TCU4	0	916	541
P01579	Q9NTG7	0	305	676
Q93088	P08913	0	916	378
O60779	Q86SQ7	0	298	111
Q9NQB0	Q13145	0	792	888
Q9NPJ1	Q86V24	0	760	972
Q86UG4	P14778	0	364	1011
P10451	Q96PH1	0	684	1000
P55211	P10645	0	672	214
P07101	Q8WTV0	0	149	136
Q07869	P49146	0	1024	169
Q16875	P12644	0	806	269
P35869	Q8WTV0	0	554	136
Q96JB1	Q15714	0	770	674
Q93063	P11245	0	822	599
Q92729	P07203	0	765	407
O60674	P05090	0	471	207
P05413	Q16623	0	959	914
Q03181	Q86SQ7	0	326	111
P23297	P29323	0	707	978
Q8WWA0	Q9NNW7	0	475	816
P06850	P09466	0	39	234
P02768	Q6ZMG9	0	71	742
Q86TI0	O15118	0	862	235
Q9UGJ0	P41252	0	574	51
Q9UBQ5	Q99757	0	749	535
P08922	P35326	0	68	253
P08588	P13725	0	307	778
P30411	P19838	0	473	635
P10145	P26358	0	625	941
P17542	P11150	0	829	38
P02656	P51692	0	990	937
Q9Y6J0	P28845	0	548	659
P01344	Q9NRF2	0	456	405
P12104	P98153	0	340	923
Q86VZ6	P01282	0	11	656
O00767	P55157	0	90	491
O75469	Q9Y2I1	0	293	859
Q99836	O94760	0	1016	421
P21980	P41235	0	278	642
P49917	P13284	0	245	20
O00327	Q15311	0	957	801
O60494	Q8WU39	0	926	546
P17096	Q13085	0	454	198
Q9BZK7	Q9Y272	0	745	572
Q9UIF7	P07203	0	767	407
P07148	P49918	0	18	244
Q15672	P42336	0	562	887
Q13326	P30405	0	538	311
P48048	P10645	0	363	214
Q9NR96	A5A3E0	0	455	678
P06870	Q7Z3E1	0	529	882
Q9HCU4	P80188	0	695	144
P24394	P04731	0	1005	670
Q16654	Q9H1B5	0	869	997
Q9HCN6	Q86SQ7	0	83	111
P01042	P09488	0	566	835
P04440	Q16539	0	559	969
P52757	P20807	0	26	451
O60240	Q9NNW7	0	808	816
P51812	P37288	0	825	31
Q3KP44	P04731	0	675	670
O15085	Q96DM3	0	410	876
P54259	P19438	0	487	354
P07858	P56645	0	50	397
P43304	Q96QT4	0	246	766
Q9BZK7	Q0VDF9	0	745	184
Q8IUH3	P14778	0	712	1011
Q9UBK8	P04731	0	117	670
Q16517	O00161	0	309	627
P49716	P51671	0	634	42
P30613	P45844	0	23	8
P08922	P05112	0	68	516
P25445	P10645	0	570	214
P09848	P15884	0	861	261
P04054	Q04206	0	500	218
Q96DM3	P61073	0	876	700
Q15165	P60568	0	787	292
P51671	Q9Y6C9	0	42	173
P10997	P15104	0	185	322
P09486	Q0VDF9	0	648	184
P08833	P21728	0	817	441
P45983	Q9Y6Q6	0	499	30
O15524	P35348	0	647	595
P29965	Q8WTS6	0	88	189
P48048	P12955	0	363	958
Q99417	P08709	0	197	446
A1YPR0	Q9UGU0	0	653	639
P04049	P02655	0	200	257
P15121	P04440	0	82	559
O60779	P26358	0	298	941
O00767	Q92729	0	90	765
P22301	P29474	0	579	412
Q9Y4Z2	P18509	0	513	954
P29475	P00995	0	413	474
Q6X4U4	Q9Y5Z0	0	826	365
O75436	P35348	0	667	595
P63162	P13987	0	731	346
P09681	P51681	0	847	658
O95140	Q8NHW3	0	811	348
P20062	P08779	0	785	1
P15172	P05090	0	966	207
P11684	P30405	0	763	311
P02753	P41279	0	445	524
P10451	Q9UL68	0	684	219
P06307	Q92806	0	609	313
P41159	Q13315	0	555	691
Q13562	P18510	0	161	210
Q9Y5S8	P34913	0	604	332
P41221	O60502	0	921	268
Q92736	P02655	0	325	257
O95202	P37231	0	209	344
Q13427	P13284	0	273	20
P03956	O00329	0	593	967
Q99727	Q99707	0	814	361
P25391	Q9NV58	0	501	552
Q96RK4	P01344	0	63	456
P51606	P20807	0	355	451
Q969V5	O14543	0	796	362
Q9BYT3	P05112	0	706	516
Q8IW75	P41279	0	655	524
O60779	P40261	0	298	543
P18850	Q16678	0	248	650
P30542	Q96DM3	0	623	876
P35326	O60502	0	253	268
Q9H8Y8	O15553	0	993	400
Q9H244	P48645	0	54	25
Q11206	Q9BYT3	0	943	706
P08887	P34913	0	195	332
P49888	Q9H300	0	152	611
O60494	Q6FHJ7	0	926	470
Q9UHC9	Q99956	0	620	315
P06307	P41252	0	609	51
P51449	Q9NNW7	0	905	816
P01275	O43451	0	289	827
Q9NP66	P01189	0	815	999
P35638	P04798	0	1021	624
P19835	P09488	0	95	835
Q92481	Q8WUD6	0	774	1027
O00515	Q9NNW7	0	719	816
P01579	P55211	0	305	672
P33121	O94760	0	898	421
P10644	P06850	0	327	39
P09874	P00747	0	962	510
P01275	Q9BXC9	0	289	741
Q9NWB1	P49888	0	80	152
Q92664	Q9BXM7	0	772	286
Q16821	P05305	0	406	874
P09471	Q16881	0	41	608
Q7L5Y9	P50416	0	409	585
Q9NYP7	P40261	0	440	543
P34913	P98153	0	332	923
P01178	Q13370	0	288	563
O94808	P48357	0	517	366
P30411	Q92908	0	473	793
Q14116	Q06546	0	950	511
P00441	P04440	0	479	559
Q03426	P01374	0	617	345
P02795	P11509	0	577	573
Q16549	Q15672	0	693	562
P16581	Q06546	0	686	511
P09486	Q9UBK8	0	648	117
P45983	Q8WWA0	0	499	475
Q9NSA1	Q86SQ7	0	809	111
Q9Y286	Q9NQB0	0	651	792
P04141	Q04724	0	265	372
Q13322	Q96AQ7	0	961	247
O43663	P49767	0	661	376
P40933	P20815	0	308	391
P27169	O95622	0	181	602
Q14397	P20815	0	342	391
Q9NYP7	O15534	0	440	598
Q99836	P10645	0	1016	214
O15503	P25391	0	866	501
Q92748	Q9NZN5	0	711	502
P13726	P07148	0	466	18
P13500	P54198	0	872	81
O95140	P54198	0	811	81
Q53FZ2	P01583	0	336	727
Q03181	P02655	0	326	257
Q9ULJ6	Q13370	0	294	563
O00327	P98153	0	957	923
P13686	Q13131	0	782	497
Q9NP66	P00747	0	815	510
Q9H8Y8	Q9BQI5	0	993	709
P02679	O95864	0	880	840
P02652	P13073	0	256	232
Q16875	Q9NR96	0	806	455
P09936	Q7Z3E1	0	613	882
Q9UK58	P00390	0	1020	317
P04054	Q14773	0	500	948
P08922	Q99873	0	68	884
O75015	Q9BT17	0	968	126
Q92565	Q15848	0	329	788
P24530	Q9H1B5	0	439	997
P16410	Q9UJ41	0	504	836
Q6X4U4	O15146	0	826	844
P20142	Q99956	0	263	315
P19634	P49366	0	72	687
Q07817	P21917	0	989	267
P12955	P45381	0	958	272
O14791	O00141	0	468	15
Q9NYP7	Q96DM3	0	440	876
P04839	Q9BY76	0	113	139
Q15672	P08246	0	562	864
Q96QG7	Q9UHC9	0	386	620
P03956	P09488	0	593	835
Q6EEV6	P28907	0	597	462
Q9NYP7	P02647	0	440	985
Q8NFJ9	Q96A54	0	791	411
A1YPR0	P08246	0	653	864
P05091	Q9NZN5	0	408	502
Q93088	Q9UGU0	0	916	639
Q96RI1	Q9Y272	0	649	572
Q05639	P08237	0	370	704
Q01959	P23786	0	558	913
