Index	Uniprot_ID	Protein_names	Length	Organism_ID	Gene_name	Subcellular_location	GO(CC)	Tissue_specificity	GeneID	PDB	Degree	mean_score_top_10_pred
601	P16220	Cyclic AMP-responsive element-binding protein 1 (CREB-1) (cAMP-responsive element-binding protein 1)	341	9606	CREB1	Nucleus {ECO:0000255|PROSITE-ProRule:PRU00312, ECO:0000255|PROSITE-ProRule:PRU00978, ECO:0000269|PubMed:12552083}.	ATF4-CREB1 transcription factor complex [GO:1990589]; axon [GO:0030424]; mitochondrial matrix [GO:0005759]; nuclear chromatin [GO:0000790]; nuclear euchromatin [GO:0005719]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]		1385;	2LXT;5ZK1;5ZKO;	28	0.9201886594295502
602	O95622	Adenylate cyclase type 5 (EC 4.6.1.1) (ATP pyrophosphate-lyase 5) (Adenylate cyclase type V) (Adenylyl cyclase 5) (AC5)	1261	9606	ADCY5	Cell membrane {ECO:0000305|PubMed:15385642, ECO:0000305|PubMed:26206488}; Multi-pass membrane protein. Cell projection, cilium {ECO:0000250|UniProtKB:P84309}.	cell [GO:0005623]; cilium [GO:0005929]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; intermediate filament cytoskeleton [GO:0045111]; plasma membrane [GO:0005886]	Detected in pancreas islets (at protein level). Detected in pancreas islets. {ECO:0000269|PubMed:24740569}.	111;	NA;	2	0.6906051695346832
603	P00813	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	363	9606	ADA	Cell membrane {ECO:0000269|PubMed:11772392, ECO:0000269|PubMed:8101391}; Peripheral membrane protein; Extracellular side. Cell junction {ECO:0000269|PubMed:11772392}. Cytoplasmic vesicle lumen {ECO:0000250|UniProtKB:P03958}. Cytoplasm {ECO:0000250}. Lysosome {ECO:0000269|PubMed:8452534}. Note=Colocalized with DPP4 at the cell surface. {ECO:0000269|PubMed:11772392}.	cell junction [GO:0030054]; cell surface [GO:0009986]; cytoplasmic vesicle lumen [GO:0060205]; cytosol [GO:0005829]; dendrite cytoplasm [GO:0032839]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; lysosome [GO:0005764]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]	Found in all tissues, occurs in large amounts in T-lymphocytes (PubMed:20959412). Expressed at the time of weaning in gastrointestinal tissues. {ECO:0000269|PubMed:20959412}.	100;	1M7M;3IAR;	11	0.8592452943325043
604	Q9Y5S8	NADPH oxidase 1 (NOX-1) (EC 1.-.-.-) (Mitogenic oxidase 1) (MOX-1) (NADH/NADPH mitogenic oxidase subunit P65-MOX) (NOH-1)	564	9606	NOX1	Cell projection, invadopodium membrane {ECO:0000269|PubMed:19755710}; Multi-pass membrane protein {ECO:0000269|PubMed:19755710}. Cell membrane {ECO:0000269|PubMed:26301257}.	cell [GO:0005623]; cell junction [GO:0030054]; early endosome [GO:0005769]; invadopodium membrane [GO:0071438]; NADPH oxidase complex [GO:0043020]; plasma membrane [GO:0005886]	NOH-1L is detected in colon, uterus, prostate, and colon carcinoma, but not in peripheral blood leukocytes. NOH-1S is detected only in colon and colon carcinoma cells.	27035;	NA;	2	0.7274096608161926
605	Q8TDQ7	Glucosamine-6-phosphate isomerase 2 (EC 3.5.99.6) (Glucosamine-6-phosphate deaminase 2) (GNPDA 2) (GlcN6P deaminase 2) (Glucosamine-6-phosphate isomerase SB52)	276	9606	GNPDA2	Cytoplasm {ECO:0000250}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]		132789;	NA;	2	0.7102444708347321
606	P49327	Fatty acid synthase (EC 2.3.1.85) [Includes: [Acyl-carrier-protein] S-acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41); 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100); 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.39); Oleoyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.14)]	2511	9606	FASN	Cytoplasm {ECO:0000269|PubMed:17081065}. Melanosome {ECO:0000269|PubMed:17081065}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV.	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; glycogen granule [GO:0042587]; Golgi apparatus [GO:0005794]; melanosome [GO:0042470]; membrane [GO:0016020]; plasma membrane [GO:0005886]	Ubiquitous. Prominent expression in brain, lung, and liver. {ECO:0000269|PubMed:7567999, ECO:0000269|PubMed:7595075}.	2194;	1XKT;2CG5;2JFD;2JFK;2PX6;3HHD;3TJM;4PIV;4W82;4W9N;4Z49;5C37;6NNA;	30	0.9268825829029084
607	P13945	Beta-3 adrenergic receptor (Beta-3 adrenoreceptor) (Beta-3 adrenoceptor)	408	9606	ADRB3	Cell membrane; Multi-pass membrane protein.	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]	Expressed mainly in adipose tissues.	155;	2CDW;	1	0.5830965220928193
608	Q16881	Thioredoxin reductase 1, cytoplasmic (TR) (EC 1.8.1.9) (Gene associated with retinoic and interferon-induced mortality 12 protein) (GRIM-12) (Gene associated with retinoic and IFN-induced mortality 12 protein) (KM-102-derived reductase-like factor) (Thioredoxin reductase TR1)	649	9606	TXNRD1	Cytoplasm {ECO:0000250}.; [Isoform 4]: Cytoplasm. Nucleus.; [Isoform 5]: Cytoplasm.	cell [GO:0005623]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; fibrillar center [GO:0001650]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]	Isoform 1 is expressed predominantly in Leydig cells (at protein level). Also expressed in ovary, spleen, heart, liver, kidney and pancreas and in a number of cancer cell lines. Isoform 4 is widely expressed with highest levels in kidney, testis, uterus, ovary, prostate, placenta and fetal liver. {ECO:0000269|PubMed:18042542, ECO:0000269|PubMed:8999974}.	7296;	1W1C;2CFY;2J3N;2ZZ0;2ZZB;2ZZC;3QFA;3QFB;	8	0.8570402085781097
609	P06307	Cholecystokinin (CCK) [Cleaved into: Cholecystokinin-58 (CCK58); Cholecystokinin-58 desnonopeptide ((1-49)-CCK58); Cholecystokinin-39 (CCK39); Cholecystokinin-33 (CCK33); Cholecystokinin-25 (CCK25); Cholecystokinin-18 (CCK18); Cholecystokinin-12 (CCK12); Cholecystokinin-8 (CCK8); Cholecystokinin-7 (CCK7); Cholecystokinin-5 (CCK5)]	115	9606	CCK	Secreted.	axon [GO:0030424]; axon hillock [GO:0043203]; axon initial segment [GO:0043194]; dendrite [GO:0030425]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; perikaryon [GO:0043204]; terminal bouton [GO:0043195]		885;	NA;	2	0.6075001776218414
610	Q92813	Type II iodothyronine deiodinase (EC 1.21.99.4) (5DII) (DIOII) (Type 2 DI) (Type-II 5'-deiodinase)	273	9606	DIO2	Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]	Isoform 1 is expressed in the lung, trachea, kidney, heart, skeletal muscle, placenta, fetal brain and several regions of the adult brain (PubMed:8755651, PubMed:11165050). Isoform 2 is expressed in the brain, heart, kidney and trachea (PubMed:11165050). {ECO:0000269|PubMed:11165050, ECO:0000269|PubMed:8755651}.	1734;	NA;	2	0.6316880106925964
611	Q9H300	Presenilins-associated rhomboid-like protein, mitochondrial (EC 3.4.21.105) (Mitochondrial intramembrane cleaving protease PARL) [Cleaved into: P-beta (Pbeta)]	379	9606	PARL	Mitochondrion inner membrane {ECO:0000269|PubMed:17116872, ECO:0000269|PubMed:22354088}; Multi-pass membrane protein {ECO:0000269|PubMed:17116872}.; [P-beta]: Nucleus {ECO:0000269|PubMed:17116872}. Note=Translocated into the nucleus by an unknown mechanism (PubMed:17116872). {ECO:0000269|PubMed:17116872}.	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleus [GO:0005634]		55486;	NA;	1	0.6919249773025513
612	Q99988	Growth/differentiation factor 15 (GDF-15) (Macrophage inhibitory cytokine 1) (MIC-1) (NSAID-activated gene 1 protein) (NAG-1) (NSAID-regulated gene 1 protein) (NRG-1) (Placental TGF-beta) (Placental bone morphogenetic protein) (Prostate differentiation factor)	308	9606	GDF15	Secreted {ECO:0000269|PubMed:28572090, ECO:0000269|PubMed:29046435}.	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; nucleus [GO:0005634]	Highly expressed in placenta, with lower levels in prostate and colon and some expression in kidney (PubMed:9348093). Detected in plasma (at protein level) (PubMed:28572090, PubMed:29046435). {ECO:0000269|PubMed:28572090, ECO:0000269|PubMed:29046435, ECO:0000269|PubMed:9348093}.	9518;	5VT2;5VZ3;5VZ4;6Q2J;	2	0.752033919095993
613	P09936	Ubiquitin carboxyl-terminal hydrolase isozyme L1 (UCH-L1) (EC 3.4.19.12) (Neuron cytoplasmic protein 9.5) (PGP 9.5) (PGP9.5) (Ubiquitin thioesterase L1)	223	9606	UCHL1	Cytoplasm {ECO:0000269|PubMed:19261853}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:19261853}; Lipid-anchor {ECO:0000269|PubMed:19261853}. Note=About 30% of total UCHL1 is associated with membranes in brain.	axon cytoplasm [GO:1904115]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; neuronal cell body [GO:0043025]; neuron projection terminus [GO:0044306]	Found in neuronal cell bodies and processes throughout the neocortex (at protein level). Expressed in neurons and cells of the diffuse neuroendocrine system and their tumors. Weakly expressed in ovary. Down-regulated in brains from Parkinson disease and Alzheimer disease patients. {ECO:0000269|PubMed:14722078, ECO:0000269|PubMed:9790970}.	7345;	2ETL;2LEN;3IFW;3IRT;3KVF;3KW5;4DM9;4JKJ;	16	0.8530665218830109
614	P42229	Signal transducer and activator of transcription 5A	794	9606	STAT5A	Cytoplasm {ECO:0000269|PubMed:15534001}. Nucleus {ECO:0000269|PubMed:15534001}. Note=Translocated into the nucleus in response to phosphorylation.	cytosol [GO:0005829]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]		6776;	NA;	33	0.9318154931068421
615	Q92556	Engulfment and cell motility protein 1 (Protein ced-12 homolog)	727	9606	ELMO1	Cytoplasm. Cell membrane. Note=Translocation to plasma membrane seems to be mediated by DOCK1 and CRK.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; guanyl-nucleotide exchange factor complex [GO:0032045]; membrane [GO:0016020]; plasma membrane [GO:0005886]	Widely expressed, with a higher expression in the spleen and placenta.	9844;	2RQR;2VSZ;3A98;6JPP;	2	0.7454499244689942
616	P43220	Glucagon-like peptide 1 receptor (GLP-1 receptor) (GLP-1-R) (GLP-1R)	463	9606	GLP1R	Cell membrane {ECO:0000269|PubMed:19861722, ECO:0000269|PubMed:26308095, ECO:0000269|PubMed:27196125, ECO:0000269|PubMed:28514449, ECO:0000269|PubMed:7517895, ECO:0000269|PubMed:8216285, ECO:0000269|PubMed:8405712}; Multi-pass membrane protein {ECO:0000269|PubMed:28514449}.	cell [GO:0005623]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]		2740;	3C59;3C5T;3IOL;4ZGM;5E94;5NX2;5OTT;5OTU;5OTV;5OTW;5OTX;5VEW;5VEX;6B3J;6GB1;6ORV;	5	0.703639680147171
617	Q03426	Mevalonate kinase (MK) (EC 2.7.1.36)	396	9606	MVK	Cytoplasm {ECO:0000269|PubMed:14730012}. Peroxisome {ECO:0000250|UniProtKB:P17256}.	cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; peroxisome [GO:0005777]		4598;	2R3V;	1	0.5576707780361175
618	Q8NFF5	FAD synthase (EC 2.7.7.2) (FAD pyrophosphorylase) (FMN adenylyltransferase) (Flavin adenine dinucleotide synthase) [Includes: Molybdenum cofactor biosynthesis protein-like region; FAD synthase region]	587	9606	FLAD1	[Isoform 1]: Mitochondrion matrix {ECO:0000269|PubMed:20060505}.; [Isoform 2]: Cytoplasm.	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; plasma membrane [GO:0005886]		80308;	NA;	2	0.7261164724826813
619	P78536	Disintegrin and metalloproteinase domain-containing protein 17 (ADAM 17) (EC 3.4.24.86) (Snake venom-like protease) (TNF-alpha convertase) (TNF-alpha-converting enzyme) (CD antigen CD156b)	824	9606	ADAM17	Membrane; Single-pass type I membrane protein.	actin cytoskeleton [GO:0015629]; apical plasma membrane [GO:0016324]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]	Ubiquitously expressed. Expressed at highest levels in adult heart, placenta, skeletal muscle, pancreas, spleen, thymus, prostate, testes, ovary and small intestine, and in fetal brain, lung, liver and kidney.	6868;	1BKC;1ZXC;2A8H;2DDF;2FV5;2FV9;2I47;2M2F;2OI0;3B92;3CKI;3E8R;3EDZ;3EWJ;3G42;3KMC;3KME;3L0T;3L0V;3LE9;3LEA;3LGP;3O64;	8	0.8122812032699585
620	Q9UHC9	NPC1-like intracellular cholesterol transporter 1 (Niemann-Pick C1-like protein 1)	1359	9606	NPC1L1	Apical cell membrane {ECO:0000269|PubMed:15671032}; Multi-pass membrane protein {ECO:0000269|PubMed:15671032}. Cell membrane {ECO:0000250|UniProtKB:Q6T3U3}; Multi-pass membrane protein {ECO:0000250}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:15671032}; Multi-pass membrane protein {ECO:0000269|PubMed:15671032}. Note=Subfractionation of brush border membranes from proximal enterocytes suggests considerable association with the apical membrane fraction. Exists as a predominantly cell surface membrane expressed protein (By similarity). According to PubMed:15671032, localizes in a subcellular vesicular compartment rich in RAB5. {ECO:0000250}.	apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; cytoplasmic vesicle membrane [GO:0030659]; plasma membrane [GO:0005886]; spanning component of plasma membrane [GO:0044214]	Widely expressed. Expressed in liver. Also expressed in small intestine, pancreas, kidney, lung, pancreas, spleen, heart, gall bladder, brain, testis, stomach and muscle. {ECO:0000269|PubMed:10783261, ECO:0000269|PubMed:14976318, ECO:0000269|PubMed:15671032}.	29881;	3QNT;	2	0.7635360419750213
621	O43741	5'-AMP-activated protein kinase subunit beta-2 (AMPK subunit beta-2)	272	9606	PRKAB2		cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleotide-activated protein kinase complex [GO:0031588]; nucleus [GO:0005634]		5565;	2F15;2V8Q;2V92;2V9J;2Y8L;2Y8Q;2YA3;4CFH;4EAI;4EAJ;4RER;4REW;6B2E;	11	0.8630739092826843
622	Q9Y5U4	Insulin-induced gene 2 protein (INSIG-2)	225	9606	INSIG2	Endoplasmic reticulum membrane {ECO:0000269|PubMed:12242332}; Multi-pass membrane protein {ECO:0000269|PubMed:12242332}.	endoplasmic reticulum membrane [GO:0005789]; SREBP-SCAP-Insig complex [GO:0032937]		51141;	4J82;	5	0.660767775774002
623	P30542	Adenosine receptor A1	326	9606	ADORA1	Cell membrane {ECO:0000269|PubMed:27134041}; Multi-pass membrane protein.	axolemma [GO:0030673]; basolateral plasma membrane [GO:0016323]; calyx of Held [GO:0044305]; dendritic spine [GO:0043197]; endoplasmic reticulum [GO:0005783]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic membrane [GO:0099055]; integral component of presynaptic membrane [GO:0099056]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; presynaptic active zone [GO:0048786]; terminal bouton [GO:0043195]		134;	5N2S;5UEN;6D9H;	3	0.6549439430236816
624	P04798	Cytochrome P450 1A1 (CYPIA1) (EC 1.14.14.1) (Cytochrome P450 form 6) (Cytochrome P450-C) (Cytochrome P450-P1) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)	512	9606	CYP1A1	Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P00185}; Peripheral membrane protein {ECO:0000250|UniProtKB:P00185}. Mitochondrion inner membrane {ECO:0000250|UniProtKB:P00185}; Peripheral membrane protein {ECO:0000250|UniProtKB:P00185}. Microsome membrane {ECO:0000250|UniProtKB:P00185}; Peripheral membrane protein {ECO:0000250|UniProtKB:P00185}. Cytoplasm {ECO:0000250|UniProtKB:P00185}.	endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; mitochondrial inner membrane [GO:0005743]	Lung, lymphocytes and placenta.	1543;	4I8V;6DWM;6DWN;6O5Y;	5	0.5724889039993286
625	P10145	Interleukin-8 (IL-8) (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8) (Emoctakin) (Granulocyte chemotactic protein 1) (GCP-1) (Monocyte-derived neutrophil chemotactic factor) (MDNCF) (Monocyte-derived neutrophil-activating peptide) (MONAP) (Neutrophil-activating protein 1) (NAP-1) (Protein 3-10C) (T-cell chemotactic factor) [Cleaved into: MDNCF-a (GCP/IL-8 protein IV) (IL8/NAP1 form I); Interleukin-8 ((Ala-IL-8)77) (GCP/IL-8 protein II) (IL-8(1-77)) (IL8/NAP1 form II) (MDNCF-b); IL-8(5-77); IL-8(6-77) ((Ser-IL-8)72) (GCP/IL-8 protein I) (IL8/NAP1 form III) (Lymphocyte-derived neutrophil-activating factor) (LYNAP) (MDNCF-c) (Neutrophil-activating factor) (NAF); IL-8(7-77) (GCP/IL-8 protein V) (IL8/NAP1 form IV); IL-8(8-77) (GCP/IL-8 protein VI) (IL8/NAP1 form V); IL-8(9-77) (GCP/IL-8 protein III) (IL8/NAP1 form VI)]	99	9606	CXCL8	Secreted.	extracellular region [GO:0005576]; extracellular space [GO:0005615]		3576;	1ICW;1IKL;1IKM;1IL8;1ILP;1ILQ;1QE6;1ROD;2IL8;3IL8;4XDX;5D14;5WDZ;6N2U;	11	0.7458239316940307
626	P25054	Adenomatous polyposis coli protein (Protein APC) (Deleted in polyposis 2.5)	2843	9606	APC	Cell junction, adherens junction {ECO:0000269|PubMed:16611247}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:19632184, ECO:0000269|PubMed:20937854}. Cell projection, lamellipodium {ECO:0000269|PubMed:19151759}. Cell projection, ruffle membrane {ECO:0000269|PubMed:19151759}. Cytoplasm {ECO:0000269|PubMed:10947987}. Cell membrane {ECO:0000269|PubMed:10947987, ECO:0000269|PubMed:16611247, ECO:0000269|PubMed:20937854}. Note=Associated with the microtubule network at the growing distal tip of microtubules (PubMed:19632184). Accumulates in the lamellipodium and ruffle membrane in response to hepatocyte growth factor (HGF) treatment (PubMed:19151759). The MEMO1-RHOA-DIAPH1 signaling pathway controls localization of the phosphorylated form to the cell membrane (PubMed:20937854). {ECO:0000269|PubMed:19151759, ECO:0000269|PubMed:19632184, ECO:0000269|PubMed:20937854}.	adherens junction [GO:0005912]; beta-catenin destruction complex [GO:0030877]; bicellular tight junction [GO:0005923]; catenin complex [GO:0016342]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; kinetochore [GO:0000776]; lamellipodium [GO:0030027]; lateral plasma membrane [GO:0016328]; microtubule [GO:0005874]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; ruffle membrane [GO:0032587]; Wnt signalosome [GO:1990909]	Expressed in a variety of tissues: brain, small intestine, colon, thymus, skeletal muscle, heart, prostate, lung, spleen, ovary, testis kidney, placenta, blood and liver (PubMed:21643010, PubMed:27217144). Isoform 1A: Very strongly expressed in brain but has relatively low expression levels in other tissues (PubMed:19527921, PubMed:21643010, PubMed:27217144). Isoform 1B: Predominant form in all tissues except for brain, including gastric mucosa and blood (PubMed:19527921, PubMed:21643010, PubMed:27217144). {ECO:0000269|PubMed:19527921, ECO:0000269|PubMed:21643010, ECO:0000269|PubMed:27217144}.	324;	1DEB;1EMU;1JPP;1M5I;1T08;1TH1;1V18;2RQU;3AU3;3NMW;3NMX;3NMZ;3QHE;3RL7;3RL8;3T7U;4G69;4YJE;4YJL;4YK6;5B6G;5IZ6;5IZ8;5IZ9;5IZA;5Z8H;	25	0.9265199542045593
627	O00161	Synaptosomal-associated protein 23 (SNAP-23) (Vesicle-membrane fusion protein SNAP-23)	211	9606	SNAP23	Cell membrane; Peripheral membrane protein. Cell membrane; Lipid-anchor. Cell junction, synapse, synaptosome. Note=Mainly localized to the plasma membrane.	adherens junction [GO:0005912]; azurophil granule [GO:0042582]; cell [GO:0005623]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; mast cell granule [GO:0042629]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; SNARE complex [GO:0031201]; specific granule [GO:0042581]; specific granule membrane [GO:0035579]; tertiary granule membrane [GO:0070821]	Ubiquitous. Highest levels where found in placenta.	8773;	1NHL;3ZUS;	4	0.7979134678840637
628	P04792	Heat shock protein beta-1 (HspB1) (28 kDa heat shock protein) (Estrogen-regulated 24 kDa protein) (Heat shock 27 kDa protein) (HSP 27) (Stress-responsive protein 27) (SRP27)	205	9606	HSPB1	Cytoplasm {ECO:0000269|PubMed:10777697, ECO:0000269|PubMed:28144995}. Nucleus {ECO:0000269|PubMed:19464326}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:10777697}. Note=Cytoplasmic in interphase cells. Colocalizes with mitotic spindles in mitotic cells. Translocates to the nucleus during heat shock and resides in sub-nuclear structures known as SC35 speckles or nuclear splicing speckles. {ECO:0000269|PubMed:19464326}.	axon cytoplasm [GO:1904115]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; proteasome complex [GO:0000502]; spindle [GO:0005819]; Z disc [GO:0030018]	Detected in all tissues tested: skeletal muscle, heart, aorta, large intestine, small intestine, stomach, esophagus, bladder, adrenal gland, thyroid, pancreas, testis, adipose tissue, kidney, liver, spleen, cerebral cortex, blood serum and cerebrospinal fluid. Highest levels are found in the heart and in tissues composed of striated and smooth muscle. {ECO:0000269|PubMed:1560006}.	3315;	2N3J;3Q9P;3Q9Q;4MJH;6DV5;6GJH;	38	0.9264773368835449
629	P14136	Glial fibrillary acidic protein (GFAP)	432	9606	GFAP	Cytoplasm {ECO:0000269|PubMed:12058025}. Note=Associated with intermediate filaments.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; intermediate filament [GO:0005882]; intermediate filament cytoskeleton [GO:0045111]	Expressed in cells lacking fibronectin. {ECO:0000269|PubMed:1847665}.	2670;	6A9P;	17	0.876870745420456
630	P04150	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	777	9606	NR3C1	[Isoform Alpha]: Cytoplasm {ECO:0000269|PubMed:15769988, ECO:0000269|PubMed:17635946, ECO:0000269|PubMed:18838540, ECO:0000269|PubMed:27120390, ECO:0000269|PubMed:8621628}. Nucleus {ECO:0000269|PubMed:15769988, ECO:0000269|PubMed:17635946, ECO:0000269|PubMed:18838540, ECO:0000269|PubMed:27120390, ECO:0000269|PubMed:8621628}. Mitochondrion {ECO:0000269|PubMed:21664385}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:25847991}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:25847991}. Note=After ligand activation, translocates from the cytoplasm to the nucleus. In the presence of NR1D1 shows a time-dependent subcellular localization, localizing to the cytoplasm at ZT8 and to the nucleus at ZT20 (By similarity). Lacks this diurnal pattern of localization in the absence of NR1D1, localizing to both nucleus and the cytoplasm at ZT8 and ZT20 (By similarity). {ECO:0000250|UniProtKB:P06537, ECO:0000269|PubMed:18838540, ECO:0000269|PubMed:27120390, ECO:0000269|PubMed:8621628}.; [Isoform Beta]: Nucleus {ECO:0000269|PubMed:19248771, ECO:0000269|PubMed:26711253, ECO:0000269|PubMed:8621628}. Cytoplasm {ECO:0000269|PubMed:19248771, ECO:0000269|PubMed:26711253}. Note=Expressed predominantly in the nucleus with some expression also detected in the cytoplasm. {ECO:0000269|PubMed:19248771, ECO:0000269|PubMed:26711253}.; [Isoform Alpha-B]: Nucleus {ECO:0000269|PubMed:15866175}. Cytoplasm {ECO:0000269|PubMed:15866175}. Note=After ligand activation, translocates from the cytoplasm to the nucleus. {ECO:0000269|PubMed:15866175}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule organizing center [GO:0005815]; mitochondrial matrix [GO:0005759]; nuclear chromatin [GO:0000790]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; spindle [GO:0005819]	Widely expressed including bone, stomach, lung, liver, colon, breast, ovary, pancreas and kidney (PubMed:25847991). In the heart, detected in left and right atria, left and right ventricles, aorta, apex, intraventricular septum, and atrioventricular node as well as whole adult and fetal heart (PubMed:10902803). Isoform Beta: Widely expressed including brain, bone marrow, thymus, spleen, liver, kidney, pancreas, lung, fat, skeletal muscle, heart, placenta and blood leukocytes (PubMed:7769088, PubMed:8621628). Isoform Alpha-2: Expressed at low level. {ECO:0000269|PubMed:10902803, ECO:0000269|PubMed:25847991, ECO:0000269|PubMed:7769088, ECO:0000269|PubMed:8621628}.	2908;	1M2Z;1NHZ;1P93;3BQD;3CLD;3E7C;3H52;3K22;3K23;4CSJ;4HN5;4HN6;4LSJ;4MDD;4P6W;4P6X;4UDC;4UDD;5CBX;5CBY;5CBZ;5CC1;5E69;5E6A;5E6B;5E6C;5E6D;5EMC;5EMP;5EMQ;5G3J;5G5W;5NFP;5NFT;5UC3;5VA0;5VA7;6BQU;6CFN;6DXK;6EL6;6EL7;6EL9;	49	0.9434054374694825
631	O95750	Fibroblast growth factor 19 (FGF-19)	216	9606	FGF19	Secreted.	extracellular region [GO:0005576]	Expressed in fetal brain, cartilage, retina, and adult gall bladder. {ECO:0000269|PubMed:10525310}.	9965;	1PWA;2P23;6NFJ;	3	0.5457234740257263
